wavelength_m,wavelength_um,frequency_Hz,wavelength_nm,sun_5778K_W_m2_sr_m,sun_5778K_normalized,sun_6000K_W_m2_sr_m,sun_6000K_normalized,sun_5500K_W_m2_sr_m,sun_5500K_normalized,earth_300K_W_m2_sr_m,earth_300K_normalized,earth_288K_W_m2_sr_m,earth_288K_normalized,hot_star_10000K_W_m2_sr_m,hot_star_10000K_normalized,cool_planet_200K_W_m2_sr_m,cool_planet_200K_normalized
2.714078563902581e-08,0.027140785639025812,1.1045828296470814e+16,27.14078563902581,1.1546502256625968e-18,4.3776256612008213e-32,3.441350808451455e-17,1.0805561186053563e-30,1.1180168880976961e-20,5.423893706218575e-34,0.0,0.0,0.0,0.0,0.07676504527416433,1.8742969059497914e-16,0.0,0.0
2.7224294728537317e-08,0.027224294728537317,1.101194580022485e+16,27.224294728537316,1.5066170847291872e-18,5.712037693431605e-32,4.4438472057989154e-17,1.3953318204528147e-30,1.479716962199551e-20,7.178628161793642e-34,0.0,0.0,0.0,0.0,0.08894328545055154,2.1716410656646044e-16,0.0,0.0
2.7308060765954654e-08,0.027308060765954652,1.0978167236750678e+16,27.308060765954654,1.9641760751747208e-18,7.44678119719533e-32,5.733611296156164e-17,1.800307237655375e-30,1.9566586901880525e-20,9.492440470184993e-34,0.0,0.0,0.0,0.0,0.10300212853813874,2.5149020642895436e-16,0.0,0.0
2.7392084541876988e-08,0.02739208454187699,1.0944492287240046e+16,27.39208454187699,2.5584926950624496e-18,9.700013932334383e-32,7.391582713720697e-17,2.320896755969641e-30,2.584989858510681e-20,1.25406962752335e-33,0.0,0.0,0.0,0.0,0.11922388520500311,2.9109728048353977e-16,0.0,0.0
2.747636684933631e-08,0.027476366849336308,1.0910920633862532e+16,27.47636684933631,3.3297783719193258e-18,1.2624189493108864e-31,9.521114856709328e-17,2.9895525004587027e-30,3.4120167867323585e-20,1.6552895195132873e-33,0.0,0.0,0.0,0.0,0.13793200287062188,3.367750586071398e-16,0.0,0.0
2.756090848380443e-08,0.02756090848380443,1.087745195976274e+16,27.56090848380443,4.329871423173034e-18,1.6415842504084136e-31,1.2254072264448935e-16,3.847678862225846e-30,4.4995929079747855e-20,2.1829110019648965e-33,0.0,0.0,0.0,0.0,0.15949687434119034,3.8942789262832236e-16,0.0,0.0
2.764571024320092e-08,0.027645710243200918,1.0844085949057136e+16,27.645710243200917,5.6255415494660134e-18,2.1328116946378204e-31,1.5758556642140902e-16,4.9480584072498905e-30,5.928519243849155e-20,2.876133496393058e-33,0.0,0.0,0.0,0.0,0.18434243971917041,4.500908755630748e-16,0.0,0.0
2.7730772927900455e-08,0.027730772927900455,1.0810822286831144e+16,27.730772927900457,7.302717051788855e-18,2.7686792806933825e-31,2.024868843901895e-16,6.357923212240312e-30,7.804253782483411e-20,3.7861183872247e-33,0.0,0.0,0.0,0.0,0.2129536861333637,5.199481529709963e-16,0.0,0.0
2.78160973407402e-08,0.027816097340740198,1.0777660659136246e+16,27.8160973407402,9.471887788551915e-18,3.5910770310883716e-31,2.5996980635656574e-16,8.162840133047698e-30,1.0264312415988038e-19,4.9795794772353954e-33,0.0,0.0,0.0,0.0,0.24588516309789316,6.003537140730982e-16,0.0,0.0
2.7901684287027784e-08,0.027901684287027783,1.0744600752986846e+16,27.901684287027784,1.2275004981726316e-17,4.653822915813051e-31,3.3349978801058217e-16,1.0471621655177363e-29,1.3487853994016914e-19,6.54343303463147e-33,0.0,0.0,0.0,0.0,0.283770646184633,6.928549865940538e-16,0.0,0.0
2.798753457454845e-08,0.02798753457454845,1.071164225635751e+16,27.987534574548448,1.5894285049779064e-17,6.0260006497141e-31,4.274801336522206e-16,1.3422527946460546e-29,1.7708082942889863e-19,8.590814740424916e-33,0.0,0.0,0.0,0.0,0.3273340983705375,7.992196000101192e-16,0.0,0.0
2.8073649013573072e-08,0.028073649013573072,1.0678784858179856e+16,28.07364901357307,2.056343334137812e-17,7.796214946907575e-31,5.475012489294783e-16,1.7191093189974256e-29,2.322828336255779e-19,1.1268858393615749e-32,0.0,0.0,0.0,0.0,0.3774020971111313,9.214657275170305e-16,0.0,0.0
2.816002841686564e-08,0.028160028416865643,1.064602824833969e+16,28.160028416865643,2.6581940798593866e-17,1.007801181502121e-30,7.006549145167026e-16,2.199999352151534e-29,3.0442529451619226e-19,1.476874326781928e-32,0.0,0.0,0.0,0.0,0.43491791612057035,1.061896468132826e-15,0.0,0.0
2.8246673599690753e-08,0.028246673599690752,1.0613372117674138e+16,28.24667359969075,3.4333279495076496e-17,1.3016777029994353e-30,8.959302197128587e-16,2.8131479022035517e-29,3.986241237710035e-19,1.9338660257156228e-32,0.0,0.0,0.0,0.0,0.500957474269138,1.223138787558396e-15,0.0,0.0
2.8333585379821707e-08,0.028333585379821707,1.0580816157968586e+16,28.333585379821706,4.4308040812188885e-17,1.6798508513317527e-30,1.1447119693478257e-15,3.5943023288467765e-29,5.2151500882188425e-19,2.53005299308177e-32,0.0,0.0,0.0,0.0,0.5767473902228242,1.408187600422182e-15,0.0,0.0
2.8420764577547772e-08,0.02842076457754777,1.0548360061953934e+16,28.42076457754777,5.713333416036192e-17,2.166096226992352e-30,1.4614075778424828e-15,4.5887007396508623e-29,6.816973430479048e-19,3.307153914995566e-32,0.0,0.0,0.0,0.0,0.6636854107614635,1.6204556481032689e-15,0.0,0.0
2.8508212015682323e-08,0.02850821201568232,1.0516003523303554e+16,28.50821201568232,7.361010889851958e-17,2.7907802248341486e-30,1.8642349377013483e-15,5.853545832944347e-29,8.903056050642706e-19,4.3191860689471526e-32,0.0,0.0,0.0,0.0,0.7633635134770562,1.8638299063265727e-15,0.0,0.0
2.859592851957044e-08,0.028595928519570442,1.0483746236630452e+16,28.595928519570442,9.476049526634904e-17,3.592654870941721e-30,2.3762118011390734e-15,7.461111475521052e-29,1.1617441323140435e-18,5.636029969293166e-32,0.0,0.0,0.0,0.0,0.8775940211510175,2.142735346079419e-15,0.0,0.0
2.8683914917096518e-08,0.028683914917096518,1.0451587897484462e+16,28.68391491709652,1.2188780394153772e-16,4.621132585980273e-30,3.026397219510716e-15,9.502640721316257e-29,1.5146311883908704e-18,7.348009370353742e-32,0.0,0.0,0.0,0.0,1.0084391059752802,2.4622069711777646e-15,0.0,0.0
2.877217203869249e-08,0.028772172038692492,1.0419528202349218e+16,28.772172038692492,1.5665250595140294e-16,5.939166811756769e-30,3.851448010141786e-15,1.2093232990454185e-28,1.973010882959448e-18,9.571770716802783e-32,0.0,0.0,0.0,0.0,1.15824410738727,2.827971167159805e-15,0.0,0.0
2.8860700717345208e-08,0.028860700717345207,1.0387566848639454e+16,28.860700717345207,2.011683695714768e-16,7.626896849672996e-30,4.8975686363459236e-15,1.5377966533654924e-28,2.5679075888282426e-18,1.245782416837637e-31,0.0,0.0,0.0,0.0,1.3296751381524348,3.2465375203735266e-15,0.0,0.0
2.894950178860469e-08,0.02894950178860469,1.0355703534698012e+16,28.949501788604692,2.5812400141002843e-16,9.786255848137416e-30,6.222951998704552e-15,1.9539562318011469e-28,3.3393179221262766e-18,1.6200207397315183e-31,0.0,0.0,0.0,0.0,1.5257615100422321,3.725302404598326e-15,0.0,0.0
2.9038576090591864e-08,0.029038576090591864,1.0323937959793042e+16,29.038576090591864,3.309363783919953e-16,1.2546791661018534e-29,7.900832311103783e-15,2.480796980904053e-28,4.3387612546105534e-18,2.1048859021895913e-31,0.0,0.0,0.0,0.0,1.7499435736404905,4.272665786813473e-15,0.0,0.0
2.9127924464006263e-08,0.029127924464006263,1.0292269824115248e+16,29.127924464006263,4.239446319985975e-16,1.607301378995883e-29,1.0023300539699605e-14,3.1472347138205343e-28,5.632542554795009e-18,2.7325447797968636e-31,0.0,0.0,0.0,0.0,2.0061266371898507,4.8981628755631956e-15,0.0,0.0
2.921754775213441e-08,0.029217547752134407,1.0260698828774892e+16,29.217547752134408,5.426544380012827e-16,2.05736589329095e-29,1.2706069126405018e-14,3.989602194650314e-28,7.305922921879097e-18,3.5443605347968006e-31,0.0,0.0,0.0,0.0,2.298741707732688,5.612612426649832e-15,0.0,0.0
2.9307446800857276e-08,0.029307446800857277,1.0229224675799146e+16,29.307446800857278,6.940459758489618e-16,2.6313366649073884e-29,1.6094417507900597e-14,5.053515982980171e-28,9.468445764530485e-18,4.593476533014693e-31,0.0,0.0,0.0,0.0,2.6328138849565725,6.4282837336859405e-15,0.0,0.0
2.9397622458658694e-08,0.029397622458658693,1.0197847068129142e+16,29.39762245865869,8.869616779415605e-16,3.3627380097990926e-29,2.0370605248016563e-14,6.3962040970602155e-28,1.2260733050188273e-17,5.948113443768585e-31,0.0,0.0,0.0,0.0,3.014039335093945,7.359084567724233e-15,0.0,0.0
2.9488075576633183e-08,0.029488075576633185,1.0166565709617222e+16,29.488075576633186,1.1325940463235157e-15,4.294004063493688e-29,2.5763107841005007e-14,8.089405980791131e-28,1.586315000365608e-17,7.695772790340256e-31,0.0,0.0,0.0,0.0,3.4488718799532796,8.420772593212076e-15,0.0,0.0
2.9578807008493806e-08,0.029578807008493805,1.0135380305024204e+16,29.578807008493804,1.4450988659017327e-15,5.478803656504195e-29,3.255811437388971e-14,1.0222982676035366e-27,2.0506842571988128e-17,9.948591612947277e-31,0.0,0.0,0.0,0.0,3.9446203558562507,9.631193079770407e-15,0.0,0.0
2.966981761058064e-08,0.029669817610580643,1.0104290560016456e+16,29.669817610580644,1.8423654276564406e-15,6.984960461762217e-29,4.111382987668141e-14,1.2909407644069452e-27,2.6487785539101708e-17,1.2850157703936849e-30,0.0,0.0,0.0,0.0,4.509558030163398,1.1010546053805222e-14,0.0,0.0
2.9761108241868384e-08,0.029761108241868384,1.0073296181163286e+16,29.761108241868385,2.3469831869625526e-15,8.898117886529915e-29,5.187825276384326e-14,1.6289348737378756e-27,3.418464742980601e-17,1.65841765019585e-30,0.0,0.0,0.0,0.0,5.1530455105649065,1.25816863940818e-14,0.0,0.0
2.9852679763974885e-08,0.029852679763974883,1.0042396875934016e+16,29.852679763974884,2.987453984414574e-15,1.132633496548713e-28,6.541125468422232e-14,2.053860109266066e-27,4.4081490119169164e-17,2.1385483471981787e-30,0.0,0.0,0.0,0.0,5.88566874596064,1.4370460774953936e-14,0.0,0.0
2.994453304116908e-08,0.029944533041169077,1.0011592352695298e+16,29.944533041169077,3.79971099725898e-15,1.4405845161639844e-28,8.241198294575204e-14,2.587669126894502e-27,5.679658738946872e-17,2.7554025002305104e-30,0.0,0.0,0.0,0.0,6.719393899160268,1.6406085803863412e-14,0.0,0.0
3.0036668940378995e-08,0.030036668940378996,9980882320708406.0,30.036668940378995,4.829020520303597e-15,1.83082665887112e-28,1.0375284251212034e-13,3.2577547317710795e-27,7.311898132249614e-17,3.547259319803271e-30,0.0,0.0,0.0,0.0,7.667741072708038,1.8721572190666907e-14,0.0,0.0
3.012908833120033e-08,0.03012908833120033,9950266490126368.0,30.12908833120033,6.132361174797719e-15,2.3249622306305776e-28,1.3052160518651783e-13,4.098272072353706e-27,9.405481555108624e-17,4.56293037733172e-30,0.0,0.0,0.0,0.0,8.745979091846891,2.135420033011717e-14,0.0,0.0
3.0221792085904186e-08,0.030221792085904187,9919744571991376.0,30.221792085904188,7.781398046936198e-15,2.950161617189152e-28,1.6407354994189415e-13,5.151775804303799e-27,1.2088601141699082e-16,5.8646061922204904e-30,0.0,0.0,0.0,0.0,9.97134379519021,2.4346053280810904e-14,0.0,0.0
3.031478107944573e-08,0.03031478107944573,9889316278231930.0,30.31478107944573,9.86619758999302e-15,3.7405717150097325e-28,2.0609597495894334e-13,6.471245715923761e-27,1.5524451363443946e-16,7.531458150507118e-30,0.0,0.0,0.0,0.0,11.363282556554887,2.7744613790193474e-14,0.0,0.0
3.0408056189472265e-08,0.030408056189472267,9858981321660170.0,30.408056189472266,1.2499864144600796e-14,4.739073775309536e-28,2.5868795645384505e-13,8.122591090371872e-27,1.9920615927793406e-16,9.664192420080384e-30,0.0,0.0,0.0,0.0,12.943728063171086,3.160343275199241e-14,0.0,0.0
3.0501618296331335e-08,0.030501618296331336,9828739415969230.0,30.501618296331337,1.5824322184975296e-14,5.999475627201733e-28,3.244588832820031e-13,1.0187744611947638e-26,2.554092589927058e-16,1.2390802742860119e-29,0.0,0.0,0.0,0.0,14.737404709147217,3.598287729712436e-14,0.0,0.0
3.059546828307944e-08,0.03059546828307944,9798590275730398.0,30.595468283079438,2.001752177802843e-14,7.589243483571613e-28,4.0665009564257954e-13,1.2768481722320207e-26,3.2720427342155233e-16,1.587383176544555e-29,0.0,0.0,0.0,0.0,16.77217133174724,4.095096761928648e-14,0.0,0.0
3.0689607035489915e-08,0.030689607035489914,9768533616390578.0,30.689607035489914,2.5302410565772214e-14,9.592903488967922e-28,5.092849325833778e-13,1.599113198994424e-26,4.1884258442833597e-16,2.0319528996047324e-29,0.0,0.0,0.0,0.0,19.079404425188464,4.6584312630544185e-14,0.0,0.0
3.07840354420617e-08,0.030784035442061698,9738569154269464.0,30.784035442061697,3.195809668687548e-14,1.2116273918304653e-27,6.3735368472746e-13,2.0012386475002442e-26,5.357143784822591e-16,2.598939136531911e-29,0.0,0.0,0.0,0.0,21.69442641622414,5.2969155639864203e-14,0.0,0.0
3.087875439402755e-08,0.030878754394027548,9708696606556926.0,30.87875439402755,4.033372690977508e-14,1.5291726793780776e-27,7.970414020987731e-13,2.50264507095447e-26,6.846481760364824e-16,3.3214694451501066e-29,0.0,0.0,0.0,0.0,24.65698408170401,6.020254245840302e-14,0.0,0.0
3.0973764785362226e-08,0.030973764785362227,9678915691310402.0,30.973764785362228,5.086572709696959e-14,1.9284724262497078e-27,9.96008278271662e-13,3.127384853136552e-26,8.742876765739091e-16,4.2414774560894737e-29,0.0,0.0,0.0,0.0,28.011782735341214,6.839362567100285e-14,0.0,0.0
3.106906751279144e-08,0.03106906751279144,9649226127452088.0,31.06906751279144,6.409920313328042e-14,2.4301932330870905e-27,1.2437344892078797e-12,3.9052249742560354e-26,1.1155654934492234e-15,5.412001127361441e-29,0.0,0.0,0.0,0.0,31.809082413932412,7.76651202856787e-14,0.0,0.0
3.116466347579975e-08,0.031164663475799752,9619627634766452.0,31.164663475799752,8.071448594312465e-14,3.060128487763403e-27,1.5519439901233868e-12,4.872977698589348e-26,1.4222982101529601e-15,6.900069571883313e-29,0.0,0.0,0.0,0.0,36.10536295757419,8.81549275948267e-14,0.0,0.0
3.126055357663951e-08,0.03126055357663951,9590119933897458.0,31.26055357663951,1.0156003189006302e-13,3.850445718305596e-27,1.9351249656429923e-12,6.076134745566472e-26,1.811933227903354e-15,8.790326278197085e-29,0.0,0.0,0.0,0.0,40.96406561024008,1.0001794586870064e-13,0.0,0.0
3.135673872033921e-08,0.03135673872033921,9560702746345968.0,31.35673872033921,1.2769316906811135e-13,4.841231407128863e-27,2.411168506878228e-12,7.570872683765113e-26,2.3064853744512693e-15,1.1189572929669604e-28,0.0,0.0,0.0,0.0,46.456419572393145,1.1342808846795106e-13,0.0,0.0
3.145321981471182e-08,0.03145321981471182,9531375794467188.0,31.453219814711822,1.604305221679069e-13,6.08240274910143e-27,3.002151798061744e-12,9.426512073139755e-26,2.9337105520094756e-15,1.423246318397362e-28,0.0,0.0,0.0,0.0,52.66236282353366,1.2858053212582955e-13,0.0,0.0
3.15499977703638e-08,0.0315499977703638,9502138801467914.0,31.549997770363795,2.0141036760456653e-13,7.636071721647804e-27,3.735297808636619e-12,1.1728530819999992e-25,3.728575244846846e-15,1.8088631772009512e-28,0.0,0.0,0.0,0.0,59.671567507205516,1.4569422053030492e-13,0.0,0.0
3.1647073500703184e-08,0.031647073500703185,9472991491404056.0,31.647073500703186,2.5266968328499743e-13,9.579466272750751e-27,4.6441504132618955e-12,1.4582253958095785e-25,4.735095009276434e-15,2.297161366038077e-28,0.0,0.0,0.0,0.0,67.58458124207733,1.6501465095151905e-13,0.0,0.0
3.174444792194865e-08,0.031744447921948644,9443933589177918.0,31.744447921948645,3.167392842432089e-13,1.2008537198507629e-26,5.770012253597433e-12,1.8117368417485294e-25,6.0086327761314035e-15,2.91499939262008e-28,0.0,0.0,0.0,0.0,76.51409689993902,1.8681697453432445e-13,0.0,0.0
3.1842121953137976e-08,0.03184212195313797,9414964820535652.0,31.842121953137973,3.96761201213632e-13,1.504240831724562e-26,7.163702814203902e-12,2.2493443239637773e-25,7.618769701510538e-15,3.6961335265215417e-28,0.0,0.0,0.0,0.0,86.58636468379208,2.1140944403102024e-13,0.0,0.0
3.1940096516136526e-08,0.031940096516136524,9386084912064720.0,31.940096516136524,4.966333941582465e-13,1.8828862993802366e-26,8.887706473628124e-12,2.790667428284877e-25,9.652888379509451e-15,4.6829561418822375e-28,0.0,0.0,0.0,0.0,97.94276175815608,2.391372462138991e-13,0.0,0.0
3.203837253564639e-08,0.03203837253564639,9357293591191196.0,32.03837253564639,6.211880332866829e-13,2.3551103308243538e-26,1.1018795146581137e-11,3.459811910502355e-25,1.2220641675491207e-14,5.928663705825622e-28,0.0,0.0,0.0,0.0,110.74153624044902,2.7038676000814725e-13,0.0,0.0
3.21369509392146e-08,0.0321369509392146,9328590586177330.0,32.1369509392146,7.764109703591769e-13,2.943607087186718e-26,1.365122807675672e-11,4.286374405245349e-25,1.545952171449018e-14,7.4999584908815354e-28,0.0,0.0,0.0,0.0,125.15974406915466,3.0559028555309874e-13,0.0,0.0
3.223583265724235e-08,0.03223583265724235,9299975626118854.0,32.23583265724235,9.697117164557135e-13,3.67646824949747e-26,1.690065299901425e-11,5.306667359125885e-25,1.9541794460343473e-14,9.48041278356897e-28,0.0,0.0,0.0,0.0,141.3953991361642,3.452312939697323e-13,0.0,0.0
3.233501862299356e-08,0.03233501862299356,9271448440942490.0,32.33501862299356,1.2102553034674689e-12,4.5884412052345056e-26,2.0908859014507167e-11,6.56521139480953e-25,2.468312804179551e-14,1.1974654789291796e-27,0.0,0.0,0.0,0.0,159.6698591204794,3.898502526170906e-13,0.0,0.0
3.24345097726035e-08,0.032434509772603495,9243008761403452.0,32.4345097726035,1.509369913292305e-12,5.722474492984367e-26,2.584956301118418e-11,8.116552199913211e-25,3.1153320206498775e-14,1.511357289811129e-27,0.0,0.0,0.0,0.0,180.23047170597144,4.400510861029399e-13,0.0,0.0
3.2534307045088094e-08,0.03253430704508809,9214656319082768.0,32.53430704508809,1.8810472051722194e-12,7.131614693589662e-26,3.193544938877594e-11,1.0027470943301337e-24,3.9289625292062435e-14,1.9060781067797424e-27,0.0,0.0,0.0,0.0,203.35350832367774,4.965083393149259e-13,0.0,0.0
3.263441138235224e-08,0.03263441138235224,9186390846384906.0,32.63441138235224,2.3425559712478217e-12,8.881332982591274e-26,3.9426728495242227e-11,1.2379671554408202e-24,4.951329789903106e-14,2.402064474228342e-27,0.0,0.0,0.0,0.0,229.34741524772937,5.599751153029991e-13,0.0,0.0
3.273482372919918e-08,0.032734823729199176,9158212076535110.0,32.73482372919918,2.9151942399675963e-12,1.1052376580053675e-25,4.8641534083729444e-11,1.5273045440018897e-24,6.235011391933768e-14,3.0248236325349267e-27,0.0,0.0,0.0,0.0,258.5564148154261,6.312918680256708e-13,0.0,0.0
3.283554503333918e-08,0.03283554503333918,9130119743576948.0,32.83554503333918,3.6252103910655655e-12,1.374426097398767e-25,5.996854608368979e-11,1.8829634931568287e-24,7.845580566917111e-14,3.8061674659438594e-27,0.0,0.0,0.0,0.0,291.36449275593407,7.113961378198673e-13,0.0,0.0
3.293657624539832e-08,0.03293657624539832,9102113582369844.0,32.93657624539832,4.5049304425266745e-12,1.707954380367673e-25,7.388230422835345e-11,2.319844163941355e-24,9.864756385108139e-14,4.785740773702163e-27,0.0,0.0,0.0,0.0,328.19981112476637,8.013333260307284e-13,0.0,0.0
3.303791831892792e-08,0.03303791831892792,9074193328586456.0,33.03791831892792,5.594136657436296e-12,2.120905157213672e-25,9.096177319172538e-11,2.8561255754608732e-24,1.2394302375387652e-13,6.012912627931666e-27,0.0,0.0,0.0,0.0,369.5395901773989,9.022686146041522e-13,0.0,0.0
3.313957221041299e-08,0.03313957221041299,9046358718710326.0,33.13957221041299,6.941752282955456e-12,2.631826699737298e-25,1.1191283395547627e-10,3.513971815488076e-24,1.5560847722525576e-13,7.549115306231127e-27,0.0,0.0,0.0,0.0,415.91550670168056,1.0155001466661818e-12,0.0,0.0
3.324153887928174e-08,0.03324153887928174,9018609490033264.0,33.24153887928174,8.607898918462423e-12,3.2635129112679963e-25,1.3759551283269684e-10,4.3203870096264764e-24,1.952184485691675e-13,9.470734528292177e-27,0.0,0.0,0.0,0.0,467.9196608991419,1.1424735952725385e-12,0.0,0.0
3.3343819287914436e-08,0.03334381928791444,8990945380652919.0,33.34381928791444,1.0666407127125597e-11,4.043955174886423e-25,1.6905692329742046e-10,5.30824966792109e-24,2.4472925746606327e-13,1.1872678252260301e-26,0.0,0.0,0.0,0.0,526.2111688867734,1.2847982596743661e-12,0.0,0.0
3.3446414401652264e-08,0.03344641440165226,8963366129470373.0,33.44641440165226,1.3207877948928497e-11,5.007503064926724e-25,2.0757109170947475e-10,6.5175631801744125e-24,3.0656978451292015e-13,1.4872780030770973e-26,0.0,0.0,0.0,0.0,591.5234433238857,1.4442648417115714e-12,0.0,0.0
3.354932518880694e-08,0.03354932518880694,8935871476187538.0,33.54932518880694,1.6343413535168483e-11,6.1962787425182415e-25,2.5468707235914444e-10,7.996966589151522e-24,3.837533783335479e-13,1.861722801902401e-26,0.0,0.0,0.0,0.0,664.6722305881057,1.6228650693980775e-12,0.0,0.0
3.365255262066927e-08,0.03365255262066927,8908461161304852.0,33.65255262066927,2.0209159912940026e-11,7.661899253986611e-25,3.12287037311708e-10,9.805558564375155e-24,4.800157256469797e-13,2.3287253537399945e-26,0.0,0.0,0.0,0.0,746.564479369746,1.822813350499863e-12,0.0,0.0
3.375609767151883e-08,0.03375609767151883,8881134926118700.0,33.75609767151883,2.4971834750597987e-11,9.467572272698629e-25,3.82656361000668e-10,1.2015098001258148e-23,5.999845813839273e-13,2.9107365277223805e-26,0.0,0.0,0.0,0.0,838.208122574797,2.046570656049194e-12,0.0,0.0
3.3859961318632954e-08,0.033859961318632954,8853892512719022.0,33.859961318632955,3.083544894404993e-11,1.1690644454224996e-24,4.68568118688919e-10,1.4712657203946737e-23,7.49388566238587e-13,3.6355478805419036e-26,0.0,0.0,0.0,0.0,940.7228620613287,2.296870852378944e-12,0.0,0.0
3.396414454229572e-08,0.03396414454229572,8826733663986943.0,33.96414454229572,3.80494740888326e-11,1.4425697970213025e-24,5.733848939835692e-10,1.800381855834763e-23,9.35313833910543e-13,4.537536839643212e-26,0.0,0.0,0.0,0.0,1055.352054042902,2.5767497205477304e-12,0.0,0.0
3.406864832580771e-08,0.03406864832580771,8799658123592212.0,34.06864832580771,4.691875988787419e-11,1.7788310495415444e-24,7.011813579707094e-10,2.2016523417099647e-23,1.166519350074777e-12,5.65919623255269e-26,0.0,0.0,0.0,0.0,1183.4758020240683,2.88957692407784e-12,0.0,0.0
3.4173473655494736e-08,0.03417347365549474,8772665635990929.0,34.17347365549474,5.781556799119133e-11,2.191961759760635e-24,8.56891758279279e-10,2.6905703136025935e-23,1.4538238826445938e-12,7.053011712947588e-26,0.0,0.0,0.0,0.0,1326.6253739454235,3.239091209885905e-12,0.0,0.0
3.4278621520717634e-08,0.03427862152071763,8745755946423010.0,34.27862152071763,7.119416372430061e-11,2.6991844899903252e-24,1.04648726064278e-09,3.2858847454699e-23,1.8105806660154745e-12,8.783764524086712e-26,0.0,0.0,0.0,0.0,1486.4990708800394,3.6294391533243676e-12,0.0,0.0
3.438409291388137e-08,0.03438409291388137,8718928800909833.0,34.384092913881375,8.760849707985052e-11,3.321501147552362e-24,1.277189042076947e-09,4.0102695448621447e-23,2.2532591765183106e-12,1.093135389644397e-25,0.0,0.0,0.0,0.0,1664.9796861946575,4.065217786504943e-12,0.0,0.0
3.448988883044425e-08,0.034489888830444244,8692183946251894.0,34.489888830444244,1.0773361213151275e-10,4.084504679935678e-24,1.557724171708346e-09,4.8911269978788563e-23,2.80215766975179e-12,1.3594253817273944e-25,0.0,0.0,0.0,0.0,1864.1537066529172,4.551521479751297e-12,0.0,0.0
3.459601026892773e-08,0.03459601026892773,8665521130026297.0,34.59601026892773,1.3239155313897847e-10,5.019361253013596e-24,1.898632665658188e-09,5.961551896489524e-23,3.4822752361552164e-12,1.6893743679346483e-25,0.0,0.0,0.0,0.0,2086.3324205666804,5.093993479304226e-12,0.0,0.0
3.470245823092536e-08,0.03470245823092536,8638940100584508.0,34.70245823092536,1.625826901584797e-10,6.1639978989862356e-24,2.3126357051881718e-09,7.261487713514352e-23,4.324378313511668e-12,2.097908230874099e-25,0.0,0.0,0.0,0.0,2334.0751128722786,5.698882540466978e-12,0.0,0.0
3.480923372111266e-08,0.034809233721112665,8612440607049860.0,34.80923372111266,1.9952357183799127e-10,7.564537629490458e-24,2.8150769084839527e-09,8.839112160075777e-23,5.366304075632828e-12,2.603383116242925e-25,0.0,0.0,0.0,0.0,2610.2145430309847,6.373105134498836e-12,0.0,0.0
3.4916337747256454e-08,0.03491633774725646,8586022399315236.0,34.916337747256456,2.446926340510708e-10,9.277032387137813e-24,3.424450799966456e-09,1.0752496536183808e-22,6.654552161188634e-12,3.2283576365458504e-25,0.0,0.0,0.0,0.0,2917.8849189951256,7.124313749907649e-12,0.0,0.0
3.50237713202241e-08,0.0350237713202241,8559685228040764.0,35.0237713202241,2.998853569811678e-10,1.136955421617647e-23,4.1630352904378156e-09,1.3071591666868752e-22,8.246227134687404e-12,4.000535227332941e-25,0.0,0.0,0.0,0.0,3260.552599273507,7.960971854675182e-12,0.0,0.0
3.5131535453993586e-08,0.035131535453993584,8533428844651338.0,35.131535453993585,3.672807783498486e-10,1.392471697866305e-23,5.057648141296833e-09,1.5880603138191786e-22,1.0211407265499493e-11,4.953913325335882e-25,0.0,0.0,0.0,0.0,3642.0497754665753,8.892436135603445e-12,0.0,0.0
3.5239631165662513e-08,0.03523963116566251,8507253001334409.0,35.23963116566251,4.495216463274447e-10,1.7042715191944966e-23,6.140551124128382e-09,1.9280830284697553e-22,1.2636031128772953e-11,6.130183760242507e-25,0.0,0.0,0.0,0.0,4066.611409636506,9.929046684672584e-12,0.0,0.0
3.5348059475458164e-08,0.03534805947545817,8481157451037536.0,35.348059475458165,5.498109436887528e-10,2.084498354919337e-23,7.450530006072106e-09,2.339405725549001e-22,1.5625412722820744e-11,7.58043806194896e-25,0.0,0.0,0.0,0.0,4538.915724683383,1.1082225860425679e-11,0.0,0.0
3.545682140674697e-08,0.03545682140674697,8455141947466092.0,35.45682140674697,6.720280484643397e-10,2.54786009184383e-23,9.034183712025564e-09,2.836660087852761e-22,1.9308518917065748e-11,9.367242601215856e-25,0.0,0.0,0.0,0.0,5064.128571607077,1.2364586615165527e-11,0.0,0.0
3.556591798604392e-08,0.035565917986043916,8429206245080999.0,35.565917986043914,8.20868431642934e-10,3.1121586701874795e-23,1.09474621783334e-08,3.4374139395924793e-22,2.3843170877435347e-11,1.156716198432907e-24,0.0,0.0,0.0,0.0,5647.952025334324,1.3790051146624847e-11,0.0,0.0
3.567535024302275e-08,0.03567535024302275,8403350099096287.0,35.67535024302275,1.0020115482294896e-09,3.798926608992625e-23,1.3257499684639282e-08,4.1627468976613166e-22,2.942236459903173e-11,1.42738253661166e-24,0.0,0.0,0.0,0.0,6296.677590809822,1.5373980806066438e-11,0.0,0.0
3.5785119210525116e-08,0.035785119210525115,8377573265476927.0,35.78511921052512,1.2223224763727066e-09,4.6341914805941293e-23,1.604479902463504e-08,5.037936183455855e-22,3.6281945926990004e-11,1.7601649872892403e-24,0.0,0.0,0.0,0.0,7017.24443344187,1.7133318273857648e-11,0.0,0.0
